sample_id,reqId,model,mode,testId,n_test_occurrences,element_type,element_text,evidence_window,full_evidence,window_is_fallback,anchor_terms_in_window,gherkin_test,matcher_verdict,human_verdict,notes
74,R102d,claude-haiku-4-5-20251001,hybrid,R102d_3,7,conflict,Late return penalty calculation,"ot currency scenarios, so I explored a more compact display format there while keeping more precise values in the underlying records. We need confirmation that the user-facing total must always match the persisted billing amount exactly.""
      }
    ]
  },
  {
    ""ticket_id"": ""JIRA-PAY-603"",
    ""summary"": ""Invoice Generation Engine"",
    ""description"": ""Generate invoices for billable rental outcomes, assign stable invoice identif

[6] source=I94b type=Implementation hops=1 rel=CONFLICTS_WITH
Late return penalty calculation

[7] source=R97b type=Requirement hops=1 rel=REFINES
Penalty application rule

[8] source=R97b type=Requirement/SrcChunk hops=1 chunk=88cf695dfa82d282 doc=TOOLCHAIN-CONF-REWARDS&PANELTIES-01.md rel=REFINES
9.2.5 The system shall record loyalty redemption transactions.

## 9.3 Loyalty Tier Management
## 9.3.1 The system shall support configurable loyalty tiers.
## 9.3.2 The system shall assign loyalty tier based on configured thresholds.
## 9.3.3 The system shall a",False,False,4,"Given a penalty lateness threshold of 5 days has been defined
And an invoice has been finalized
When an authorized user attempts to modify the penalty lateness threshold
Then the modification is rejected
And an error message indicates that penalty records cannot be modified after invoice finalization",present_in_evidence,PRESENT_SCATTERED,
75,R6,gpt-4o-mini,hybrid,R6_1,29,cross_module,Activation expiry / pending cleanup gap," to it.'"",
  ""comments"": [
    {
      ""author"": ""Security Engineer Viktor"",
      ""timestamp"": ""2026-02-16T10:00:00Z"",
      ""text"": ""This is critical for OWA (OWASP) compliance. We cannot leak user existence through the registration form.""
    }
  ]
},
  {
    ""ticket_id"": ""JIRA-Auth-109"",
    ""summary"": ""Authentication gate - Block login for non-Active accounts"",
    ""description"": ""The system shall not allow authentication or platform access for accounts that are not in Active status (e.g., Pending, Suspended, Deleted)."",
    ""comments"": []
  },
  {
    ""ticket_id"": ""JIRA-Auth-1

[8] source=G1 type=Gap hops=1 rel=AFFECTS
Activation expiry / pending cleanup gap

[9] source=I3 type=Implementation/SrcChunk hops=2 chunk=56489466fbfffbaa doc=JIRA-Auth.md rel=IN_DOC > IN_DOC
The system shall not allow authentication or platform access for accounts that are not in Active status (e.g., Pending, Suspended, Deleted)."",
    ""comments"": []
  },
  {
    ""ticket_id"": ""JIRA-Auth-110"",
    ""summar",False,False,5,"Feature: Pending-account cleanup
  Scenario: User account in 'Pending' status for more than 30 days
    Given a user account with status 'Pending' created 31 days ago
    When the system checks for accounts to delete
    Then the user account should be deleted automatically",present_in_evidence,PRESENT_USABLE,
76,R1,gpt-4o-mini,graph,R1_1,16,local,Registration mandatory fields,"[1] source=R1 type=Requirement/SrcChunk hops=0 chunk=ce4209d8f88ab7e7 doc=JIRA-Auth.md rel=TARGET
[
  {
    ""ticket_id"": ""JIRA-Auth-101"",
    ""summary"": ""Registration - Create account with mandatory fields"",
    ""description"": ""Implement user registration functionality. The system shall require first name, last name, phone number, email address, and password. All fields are mandatory and must be validated before submission. \n\nAdditionally, the form must include:\n1. A single 'Terms and Conditions' checkbox that represents acceptance of both the Terms of Service and Privacy Policy.\n2. A 'Submit' button that remains disabled until all mandatory ",False,False,3,"Given I am on the registration page
When I leave the first name field empty
And I fill in the last name, phone number, email address, password, and check the legal consent checkbox
Then the 'Submit' button should be disabled",present_in_evidence,PRESENT_USABLE,
77,R79b,gpt-4o-mini,hybrid,R79b_10,23,conflict,Rent report generation logic,"or non-technical auditors. We need to confirm whether this is the intended audit model, or whether authorized reviewers should have access to a controlled identity-resolution path.

Third, exported reporting artifacts do not always appear to match the same underlying interpretation used elsewhere in the platform, which raises a broader question about which data representation should be treated as authoritative for audit purposes.

Please review and confirm the intended source-of-truth model for report generation, export, and audit visib

[2] source=R79b type=Requirement hops=0 rel=TARGET
Identifier consistency in reporting

[3] source=R79b type=Requirement/SrcChunk hops=0 chunk=5ddf05c7e16a328a doc=JIRA-Reporting.md rel=TARGET
[
  {
    ""ticket_id"": ""JIRA-REP-701"",
    ""summary"": ""Rent Report Generation Logic"",
    ""description"": ""Implement rent reporting so authorized users can review rental records together with the core identifying and timing information required by the reporting sp",False,False,4,"Feature: Identifier consistency in reporting
  Scenario: Identifier integrity in data migrations
    Given a data migration is taking place
    When I verify the identifiers post-migration
    Then they should remain consistent with the original identifiers",present_in_evidence,PRESENT_USABLE,
78,R72b,claude-haiku-4-5-20251001,graph,R72b_3,4,cross_module,Calculation accuracy rule," need a billing presentation approach that works more cleanly across more than one currency context. The current specification covers general pricing and billing expectations, but it does not go into much detail about how pilot-specific currency presentation or conversion rules should be handled in customer-facing outputs.

Before any implementation shortcut is taken, please clarify whether currency conversion, display format, and invoice currency are supposed to be handled as strict accounting rules, temporary pilot behavior, or only a presentation-layer convention. We want to avoid a situation where the operational display becomes simpler, but the customer-visible totals no longer align cleanly with the underlying financial records.

Best,
Finance Dept.

[7] source=R63 type=Requirement hops=1 rel=AFFECTS
Calculation accuracy rule

[8] source=G72 type=Gap hops=1 rel=AFFECTS
Financial source-of-truth ambiguity

[9] source=G63 type=Gap hops=2 rel=IN_DOC > IN_DOC
Multi-currency conversio",False,False,3,"Feature: Financial Report Accuracy - Audit Access Control

  Scenario: Authorized reviewers access audit trails with controlled identity resolution
    Given an authorized reviewer with audit access permissions
    When the reviewer requests audit visibility for a financial report
    Then the system must provide identity-resolution paths distinct from privacy-preserving identifier defaults
    And the audit trail must be accessible only to authorized reviewers
    And identity resolution must follow controlled, documented paths
    And access must be logged and auditable",present_in_evidence,PRESENT_SCATTERED,
79,R4,claude-haiku-4-5-20251001,hybrid,R4_1,18,supersede,Basic login without MFA,"d.'"",
  ""comments"": [
    {
      ""author"": ""UX Writer Nora"",
      ""timestamp"": ""2026-02-17T09:30:00Z"",
      ""text"": ""Generic messages lead to high drop-off rates. Users think the system is broken if they don't get a specific reason for failure.""
    }
  ]
},
{
  ""ticket_id"": ""JIRA-Auth-116"",
  ""summary"": ""Initial login implementation without MFA"",
  ""description"": ""The first implementation of the login endpoint will support email and password authentication only. Multi-factor authentication (MFA) is part of the security roadmap, but will not be implemented in this sprint. Future iterations should extend the authentication flow to support a second factor when enabled."",
  ""comments"": [
    {
      ""author"": ""Developer Dave"",
      ""timestamp"": ""2026-02-18T10:00:00Z"",
      ""text"": ""Login logic is ready. MFA is not part of this sprint,

[5] source=I8 type=Implementation hops=1 rel=VIOLATES_REQUIREMENT
Basic login without MFA

[6] source=A5 type=Actor/SrcChunk hops=2 chunk=a063be533a62",False,False,3,"Feature: MFA Capability
  Scenario: User completes authentication with valid primary and secondary factors
    Given a user has registered with valid credentials
    And MFA is enabled for the user account
    When the user provides valid primary authentication credentials
    And the user provides a valid secondary authentication factor
    Then the user shall be successfully authenticated
    And the user shall gain access to the system",present_in_evidence,PRESENT_CONTRADICTED,
80,R6,gpt-4o-mini,vector,R6_1,20,cross_module,Activation expiry / pending cleanup gap,"elete any user account that remains in 'Pending' status for more than 30 days. All associated personal data must be removed, except for minimal audit logs required by the retention policy."",
  ""comments"": [
    {
      ""author"": ""PM Peter"",
      ""timestamp"": ""2026-02-16T12:05:00Z"",
      ""text"": ""This is an enhancement beyond the initial SRS but aligns with GDPR data minimization.""
    },
    {
      ""author"": ""QA Engineer Marta"",
      ""timestamp"": ""2026-02-16T13:45:00Z"",
      ""text"": ""Logic Gap: If we delete the account after 30 days, what happens to the activation link sent in CONF-AUTH-01 1.5? The link has no expiry in the docs. We need to ensure the link doesn't trigger a 500 error on a non-existent account.""
    },
    {
      ""author"": ""Sec

[23] source=2fb79f7446b24909 type=SrcChunk hops=0 score=0.7124 chunk=2fb79f7446b24909 doc=JIRA-Auth.md rel=VECTOR_SIMILARITY
o the activation link sent in CONF-AUTH-01 1.5? The link has no expiry in the docs. We need to ensure the link doe",False,False,3,"Feature: User Account Registration
  Scenario: Successful registration creates a Pending account
    Given a user submits the registration form successfully
    When the system processes the registration
    Then the account status should be Pending",present_in_evidence,PRESENT_USABLE,
81,R30,claude-haiku-4-5-20251001,graph,R30_4,1,cross_module,Cancellation penalty bug,"rs"",
    ""description"": ""Allow authorized users to manually trigger rent completion. This is required for early returns."",
    ""status"": ""In Progress"",
    ""comments"": [
      {
        ""author"": ""QA Engineer Marta"",
        ""timestamp"": ""2026-02-21T10:15:00Z"",
        ""text"": ""Clarification needed: If an operator completes a rent early, does the 'Maintenance' (v1.2) period start immediately, or only at the original end date?""
      }
    ]
  },
  {
  ""ticket_id"": ""JIRA-LIFE-205"",
  ""summary"": ""Bug: Penalty applied during early operator cancellation"",
  ""description"": ""An operator reported that a rent was stopped shortly after it became active, but the system still applied a penalty fee. Based on earlier lifecycle guidance, there may have been a short tolerance window in which this kind of early cancellation should not have triggered the charge."",
  ""s

[2] source=R30 type=Requirement/SrcChunk hops=0 chunk=44723706e3ff4356 doc=JIRA-Lifecycle.md rel=TARGET
tem still applied a penalty fe",False,False,3,"Feature: Operator Grace-Period Cancellation
  Scenario: Non-operator user attempts cancellation during grace period
    Given an active rental exists with a grace-period window
    And the current time is within the grace-period window
    And a user without 'OPERATOR' or 'ADMIN' role is authenticated
    When the user attempts to initiate a cancellation request
    Then the cancellation request is rejected
    And an authorization error is returned",present_in_evidence,PRESENT_USABLE,
82,R26,gpt-4o-mini,hybrid,R26_6,2,local,Rent cancellation rules,"[1] source=R26 type=Requirement/SrcChunk hops=0 chunk=44723706e3ff4356 doc=JIRA-Lifecycle.md rel=TARGET
tem still applied a penalty fee. Based on earlier lifecycle guidance, there may have been a short tolerance window in which this kind of early cancellation should not have triggered the charge."",
  ""status"": ""New"",
  ""comments"": [
    {
      ""author"": ""Developer Dave"",
      ""timestamp"": ""2026-02-21T09:00:00Z"",
      ""text"": ""I checked the current cancellation rules and they still allow stopping an active rent, but I cannot find the earlier exemption language that would have waived the penalty in the initial operator tolerance window. It may have been removed, or it may simply be missing from the latest write-up.""
    },
    {
      """,False,False,3,"Given an authorized user
And a rent record with status Approved
When the user attempts to modify the rent record
Then the system should prevent the modification",present_in_evidence,PRESENT_USABLE,
83,R30,gpt-4o-mini,graph,R30_1,8,cross_module,Cancellation penalty bug,"rs"",
    ""description"": ""Allow authorized users to manually trigger rent completion. This is required for early returns."",
    ""status"": ""In Progress"",
    ""comments"": [
      {
        ""author"": ""QA Engineer Marta"",
        ""timestamp"": ""2026-02-21T10:15:00Z"",
        ""text"": ""Clarification needed: If an operator completes a rent early, does the 'Maintenance' (v1.2) period start immediately, or only at the original end date?""
      }
    ]
  },
  {
  ""ticket_id"": ""JIRA-LIFE-205"",
  ""summary"": ""Bug: Penalty applied during early operator cancellation"",
  ""description"": ""An operator reported that a rent was stopped shortly after it became active, but the system still applied a penalty fee. Based on earlier lifecycle guidance, there may have been a short tolerance window in which this kind of early cancellation should not have triggered the charge."",
  ""s

[2] source=R30 type=Requirement/SrcChunk hops=0 chunk=44723706e3ff4356 doc=JIRA-Lifecycle.md rel=TARGET
tem still applied a penalty fe",False,False,3,"Given an operator is logged in
When the operator requests a grace-period cancellation
Then the cancellation should be processed successfully",present_in_evidence,PRESENT_USABLE,
84,R79b,gpt-4o-mini,graph,R79b_1,18,conflict,Rent report generation logic,"or non-technical auditors. We need to confirm whether this is the intended audit model, or whether authorized reviewers should have access to a controlled identity-resolution path.

Third, exported reporting artifacts do not always appear to match the same underlying interpretation used elsewhere in the platform, which raises a broader question about which data representation should be treated as authoritative for audit purposes.

Please review and confirm the intended source-of-truth model for report generation, export, and audit visib

[2] source=R79b type=Requirement hops=0 rel=TARGET
Identifier consistency in reporting

[3] source=R79b type=Requirement/SrcChunk hops=0 chunk=5ddf05c7e16a328a doc=JIRA-Reporting.md rel=TARGET
[
  {
    ""ticket_id"": ""JIRA-REP-701"",
    ""summary"": ""Rent Report Generation Logic"",
    ""description"": ""Implement rent reporting so authorized users can review rental records together with the core identifying and timing information required by the reporting sp",False,False,4,"Feature: Identifier consistency in reporting
  Scenario: Validate identifier consistency when saving modifications
    Given the system has an existing identifier
    When a user modifies the identifier
    Then the system must validate the identifier before saving the changes
    And the identifier must remain consistent across all reports",present_in_evidence,PRESENT_USABLE,
85,R71,gpt-4o-mini,hybrid,R71_1,29,refine,Calculation accuracy rule,"=R71 type=Requirement/SrcChunk hops=0 chunk=cc00a9173697dc7d doc=JIRA-Payment.md rel=TARGET
[
  {
    ""ticket_id"": ""JIRA-PAY-601"",
    ""summary"": ""Pricing Configuration Service"",
    ""description"": ""Implement the pricing configuration layer so authorized users can define rental pricing structures and apply them consistently to rentable items without retroactively changing already established rental records."",
    ""status"": ""Closed""
  },
  {
    ""ticket_id"": ""JIRA-PAY-602"",
    ""summary"": ""Price Calculation and Precision"",
    ""description"": ""Implement rental cost calculation based on duration and pricing rules, and make sure the resulting amount is derived consistently across calculation, storage, and user-facing display. International billing and currency presentation should be treated as a related operational concern, but must not silently override the core pricing logic."",
    ""status"": ""In Progress"",
    ""comments"": [
      {
        ""author"": ""Developer Dave"",
        ""timestamp"":",False,False,2,"Feature: Multi-currency conversion integrity
  Scenario: Maintain core pricing logic
    Given a product priced at 100 USD
    When the currency is converted to EUR
    Then the converted price should reflect the current exchange rate without altering the core price",present_in_evidence,PRESENT_USABLE,
86,R2,gpt-4o-mini,hybrid,R2_1,18,cross_module,Generic duplicate-email error,"itical for OWA (OWASP) compliance. We cannot leak user existence through the registration form.""
    }
  ]
},
  {
    ""ticket_id"": ""JIRA-Auth-109"",
    ""summary"": ""Authentication gate - Block login for non-Active accounts"",
    ""description"": ""The system shall not allow authentication or platform access for accounts that are not in Active status (e.g., Pending, Suspended, Deleted)."",
    ""comments"": []
  },
  {
    ""ticket_id"": ""JIRA-Auth-1

[12] source=I2 type=Implementation hops=1 rel=AFFECTS
Generic duplicate-email error

[13] source=I3 type=Implementation hops=1 rel=VIOLATES_REQUIREMENT
Allow duplicate email for shared inbox

[14] source=I9 type=Implementation hops=1 rel=AFFECTS
E.164 normalization + strict email validation

[15] source=C41 type=Communication/SrcChunk hops=2 chunk=2fb79f7446b24909 doc=JIRA-Auth.md rel=IN_DOC > IN_DOC
o the activation link sent in CONF-AUTH-01 1.5? The link has no expiry in the docs. We need to ensure the link doesn't trigger a 500 error on a non-ex",False,False,3,"Feature: Email uniqueness validation
  Scenario: User attempts to register with an already registered email
    Given the email ""test@example.com"" is already registered
    When a new user attempts to register with the email ""Test@Example.com""
    Then the system should display an error message ""This email address is already registered. Please log in or reset your password.""",present_in_evidence,PRESENT_USABLE,
87,R72b,gpt-4o-mini,vector,R72b_1,18,cross_module,Financial source-of-truth ambiguity,"ge.
## 4.2.2 The system shall return availability status indicating whether the item is available or unavailable for the requested period.
## 4.2.3 The system shall ensure availability queries reflect the latest rent and item status information.

## 4.3 Availability Restrictions
## 4.3.1 The system shall allow authorized users to define availability restrictions for items.
## 4.3.2 The system shall prevent rent creation during restricted periods.
## 4.3.3 The system shall ensure that avail

[5] source=ba9aac1af7d4e225 type=SrcChunk hops=0 score=0.6633 chunk=ba9aac1af7d4e225 doc=EMAIL_FINANCE_MultiCurrency_HACK.txt rel=VECTOR_SIMILARITY
From: finance_director@toolchain.com
Date: 2026-03-03 11:00
Subject: Pilot concern about international billing presentation

Hi Team,

Finance has a concern related to the pilot rollout for internationally billed equipment.

For a subset of high-value inventory, we may need a billing presentation approach that works more cleanly across more than one curr",False,False,2,"Feature: Financial Report Accuracy
  Scenario: Calculate financial report accuracy
    Given the financial data is entered into the system
    When the system processes the financial report
    Then the financial report should reflect accurate calculations based on the input data",present_in_evidence,PRESENT_USABLE,
88,R52c,gpt-4o-mini,graph,R52c_1,20,cross_module,Rent cancellation rules,"he system shall verify the validity of the activation link.
## 1.1.8. Upon successful activation, the system shall update the account status to Active.
## 1.1.9. The system shall not allow authentication or platform access for accounts that are not i

[7] source=R26 type=Requirement/SrcChunk hops=1 chunk=44723706e3ff4356 doc=JIRA-Lifecycle.md rel=AFFECTS
tem still applied a penalty fee. Based on earlier lifecycle guidance, there may have been a short tolerance window in which this kind of early cancellation should not have triggered the charge."",
  ""status"": ""New"",
  ""comments"": [
    {
      ""author"": ""Developer Dave"",
      ""timestamp"": ""2026-02-21T09:00:00Z"",
      ""text"": ""I checked the current cancellation rules and they still allow stopping an active rent, but I cannot find the earlier exemption language that would have waived the penalty in the initial operator tolerance window. It may have been removed, or it may simply be missing from the latest write-up.""
    },
    {
      """,False,False,3,"Given a rent request is created
When the notification is generated
Then the notification shall include the item identifier
And the rental period
And the rent status",present_in_evidence,PRESENT_USABLE,
89,R61c,claude-haiku-4-5-20251001,graph,R61c_1,10,refine,EMAIL_MARKETING_Newsletter_Force.txt,"vation email to the provided email address containing a unique activation link.
## 1.1.6. The user must activate their account by accessing the activation link.
## 1.1.7. The system shall verify the validity of the activation link.
## 1.1.8. Upon successful activation, the system shall update the account status to Active.
## 1.1.9. The system shall not allow authentication or platform access for accounts that are not i

[6] source=R58c type=Requirement/SrcChunk hops=1 chunk=71a9b59bdfea7f2f doc=EMAIL_MARKETING_Newsletter_Force.txt rel=REFINES
From: marketing@toolchain.com
Date: 2026-02-26 16:00
Subject: Question about promotional content in reminder communications

Hi Team,

For the beta period, Marketing would like to explore whether reminder-style emails could also carry a small promotional or onboarding message, instead of treating product messaging and operational reminders as completely separate streams.

Before we move in that direction, we need guidance on how this should intera",False,False,2,"Feature: Mandatory Notification Exception Handling

Scenario: Approval-related notification bypasses user preference settings
  Given a user has disabled all notification types in their preferences
  And a rental approval event occurs
  When the system processes the approval notification
  Then the approval notification shall be sent to the user
  And the notification shall not be filtered by user preference settings",present_in_evidence,PRESENT_USABLE,
90,R91d,gpt-4o-mini,vector,R91d_2,5,cross_module,Loyalty business rule definition gap,"5 Availability Status Updates
## 4.5.1 The system shall automatically update availability status when rent lifecycle events occur.
## 4.5.2 The system shall ensure availability status reflects the current lifecycle state of rent records.
## 4.5.3 The system shall ensure availability changes are applied immediately.

[6] source=cb19aeaad55d5a74 type=SrcChunk hops=0 score=0.7790 chunk=cb19aeaad55d5a74 doc=JIRA-Rewards.md rel=VECTOR_SIMILARITY
[
  {
    ""ticket_id"": ""JIRA-REW-901"",
    ""summary"": ""Loyalty Points Accrual Logic"",
    ""description"": ""Implement loyalty point accrual for completed and successfully settled rental activity, and ensure awarded points are applied to the user account according to the configurable reward policy."",
    ""status"": ""In Progress"",
    ""comments"": [
      {
        ""author"": ""Developer Dave"",
        ""timestamp"": ""2026-03-15T10:00:00Z"",
        ""text"": ""Implementation note: the specification refers to configurable business rules for point awards, but the ",False,False,3,"Feature: Loyalty Points Accrual
  Scenario: User does not earn loyalty points when rent is not completed
    Given the rent status is 'Pending'
    And the payment status is 'Paid'
    When the system processes the loyalty points
    Then the user should not receive any loyalty points",present_in_evidence,PRESENT_USABLE,
